0.   0.000000000000000000e+00	0.000000000000000000e+00	1.592087399999999897e-07	3.249892800000000224e-08	5.156966000000000201e-09    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	1.385322600000000028e-07	1.645515400000000023e-08	5.569522599999999604e-09    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	1.524026900000000053e-07	1.232827700000000023e-08	6.394635499999999967e-09    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	2.687939499999999887e-08	3.590215699999999907e-09	0.000000000000000000e+00    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	1.809189800000000138e-08	3.590214800000000033e-09	0.000000000000000000e+00    0
0.   0.000000000000000000e+00	2.019019399999999977e-08	1.096713500000000022e-07	1.288363900000000049e-08	5.210777100000000390e-09    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	1.343969699999999928e-08	3.178837400000000159e-09	9.865497299999999038e-10    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	1.292278500000000027e-08	4.861749200000000249e-09	5.448446100000000141e-10    0
0.   0.000000000000000000e+00	2.333089100000000060e-08	8.675496599999999408e-08	1.262184799999999998e-08	4.255619000000000336e-09    0
0.   0.000000000000000000e+00	1.121677499999999987e-08	2.422591400000000039e-08	2.524370500000000201e-09	2.309423299999999887e-09    0
0.   0.000000000000000000e+00	1.812630899999999889e-08	4.583281000000000316e-08	5.609711800000000220e-09	2.511218100000000159e-09    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	4.591896599999999985e-09	2.468273099999999952e-09	1.578480100000000045e-10    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	9.493942500000000378e-09	2.625345099999999924e-09	3.139021800000000142e-10    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	1.240587699999999922e-08	3.309730299999999998e-09	3.228708400000000121e-10    0
0.   0.000000000000000000e+00	0.000000000000000000e+00	1.188896299999999957e-08	0.000000000000000000e+00	8.071771599999999614e-10    0
0.   0.000000000000000000e+00	2.676883099999999875e-08	1.964263100000000076e-08	0.000000000000000000e+00	3.587454199999999947e-10    0
0.   3.614011499999999830e-08	1.065593600000000037e-07	9.821318500000000344e-08	1.851204699999999903e-08	1.082462500000000055e-08    0
0.   2.874995500000000156e-08	3.112655400000000149e-08	2.291640500000000158e-08	4.207283000000000101e-09	1.291483500000000051e-09    0
0.   1.343236100000000004e-08	8.732259400000000010e-09	1.550734100000000066e-08	5.901416699999999854e-09	1.883413199999999999e-09    0
0.   1.555326000000000053e-08	4.374542999999999707e-08	2.351946900000000098e-08	1.649255099999999999e-08	6.653112699999999613e-09    0
0.   0.000000000000000000e+00	6.645938899999999966e-09	8.399809699999999666e-09	6.372632599999999739e-09	1.143500800000000080e-09    0
0.   0.000000000000000000e+00	1.009509699999999989e-08	8.399810599999999953e-09	6.170683999999999657e-09	2.017943600000000075e-09    0
0.   0.000000000000000000e+00	8.580834699999999462e-09	1.033822500000000025e-08	7.404819400000000301e-09	2.273549300000000058e-09    0
0.   1.132795800000000043e-07	9.534259199999999782e-08	6.892153700000000132e-08	2.207981700000000108e-08	1.761148899999999839e-08    0
0.   1.481801200000000059e-07	2.456473399999999985e-08	2.067646000000000038e-08	0.000000000000000000e+00	0.000000000000000000e+00    0
0.   1.457999699999999924e-07	1.125042600000000029e-07	9.511170900000000148e-08	3.343388099999999861e-08	1.702915700000000024e-08    0
